Series_Title,Genre,Rating,No_of_Votes,Weighted Rating,Rating Anomalies
Pirates of the Caribbean: The Curse of the Black Pearl,Fantasy,8.0,1015122,8120976.0,No
Big Fish,Adventure,8.0,415218,3321744.0,No
Big Fish,Drama,8.0,415218,3321744.0,No
Big Fish,Fantasy,8.0,415218,3321744.0,No
The Incredibles,Animation,8.0,657047,5256376.0,No
The Incredibles,Action,8.0,657047,5256376.0,No
The Incredibles,Adventure,8.0,657047,5256376.0,No
Yeopgijeogin geunyeo,Comedy,8.0,45403,363224.0,No
Yeopgijeogin geunyeo,Drama,8.0,45403,363224.0,No
Yeopgijeogin geunyeo,Romance,8.0,45403,363224.0,No
Dogville,Crime,8.0,137963,1103704.0,No
Dogville,Drama,8.0,137963,1103704.0,No
Vizontele,Comedy,8.0,33592,268736.0,No
Vizontele,Drama,8.0,33592,268736.0,No
Donnie Darko,Drama,8.0,740086,5920688.0,No
Donnie Darko,Mystery,8.0,740086,5920688.0,No
Donnie Darko,Sci-Fi,8.0,740086,5920688.0,No
Magnolia,Drama,8.0,289742,2317936.0,No
Dancer in the Dark,Crime,8.0,102285,818280.0,No
Dancer in the Dark,Drama,8.0,102285,818280.0,No
Dancer in the Dark,Musical,8.0,102285,818280.0,No
The Straight Story,Biography,8.0,82002,656016.0,No
The Straight Story,Drama,8.0,82002,656016.0,No
Pâfekuto burû,Animation,8.0,58192,465536.0,No
Pâfekuto burû,Crime,8.0,58192,465536.0,No
Pâfekuto burû,Mystery,8.0,58192,465536.0,No
Festen,Drama,8.0,78341,626728.0,No
Central do Brasil,Drama,8.0,36419,291352.0,No
The Iron Giant,Animation,8.0,172083,1376664.0,No
The Iron Giant,Action,8.0,172083,1376664.0,No
The Iron Giant,Adventure,8.0,172083,1376664.0,No
Knockin' on Heaven's Door,Action,8.0,27721,221768.0,No
Knockin' on Heaven's Door,Crime,8.0,27721,221768.0,No
Knockin' on Heaven's Door,Comedy,8.0,27721,221768.0,No
Sling Blade,Drama,8.0,86838,694704.0,No
Secrets & Lies,Comedy,8.0,37564,300512.0,No
Secrets & Lies,Drama,8.0,37564,300512.0,No
Twelve Monkeys,Mystery,8.0,578443,4627544.0,No
Twelve Monkeys,Sci-Fi,8.0,578443,4627544.0,No
Twelve Monkeys,Thriller,8.0,578443,4627544.0,No
Kôkaku Kidôtai,Animation,8.0,129231,1033848.0,No
Kôkaku Kidôtai,Action,8.0,129231,1033848.0,No
Kôkaku Kidôtai,Crime,8.0,129231,1033848.0,No
The Nightmare Before Christmas,Animation,8.0,300208,2401664.0,No
The Nightmare Before Christmas,Family,8.0,300208,2401664.0,No
The Nightmare Before Christmas,Fantasy,8.0,300208,2401664.0,No
Groundhog Day,Comedy,8.0,577991,4623928.0,No
Groundhog Day,Fantasy,8.0,577991,4623928.0,No
Groundhog Day,Romance,8.0,577991,4623928.0,No
Bound by Honor,Crime,8.0,28825,230600.0,No
Bound by Honor,Drama,8.0,28825,230600.0,No
Scent of a Woman,Drama,8.0,263918,2111344.0,No
Aladdin,Animation,8.0,373845,2990760.0,No
Aladdin,Adventure,8.0,373845,2990760.0,No
Aladdin,Comedy,8.0,373845,2990760.0,No
JFK,Drama,8.0,142110,1136880.0,No
JFK,History,8.0,142110,1136880.0,No
JFK,Thriller,8.0,142110,1136880.0,No
Beauty and the Beast,Animation,8.0,417178,3337424.0,No
Beauty and the Beast,Family,8.0,417178,3337424.0,No
Beauty and the Beast,Fantasy,8.0,417178,3337424.0,No
Dances with Wolves,Adventure,8.0,240266,1922128.0,No
Dances with Wolves,Drama,8.0,240266,1922128.0,No
Dances with Wolves,Western,8.0,240266,1922128.0,No
Do the Right Thing,Comedy,8.0,89429,715432.0,No
Do the Right Thing,Drama,8.0,89429,715432.0,No
Rain Man,Drama,8.0,473064,3784512.0,No
Akira,Animation,8.0,164918,1319344.0,No
Akira,Action,8.0,164918,1319344.0,No
Akira,Sci-Fi,8.0,164918,1319344.0,No
The Princess Bride,Adventure,8.0,393899,3151192.0,No
The Princess Bride,Family,8.0,393899,3151192.0,No
The Princess Bride,Fantasy,8.0,393899,3151192.0,No
Der Himmel über Berlin,Drama,8.0,64722,517776.0,No
Der Himmel über Berlin,Fantasy,8.0,64722,517776.0,No
Der Himmel über Berlin,Romance,8.0,64722,517776.0,No
Au revoir les enfants,Drama,8.0,31163,249304.0,No
Au revoir les enfants,War,8.0,31163,249304.0,No
Tenkû no shiro Rapyuta,Animation,8.0,150140,1201120.0,No
Tenkû no shiro Rapyuta,Adventure,8.0,150140,1201120.0,No
Tenkû no shiro Rapyuta,Drama,8.0,150140,1201120.0,No
The Terminator,Action,8.0,799795,6398360.0,No
The Terminator,Sci-Fi,8.0,799795,6398360.0,No
Gandhi,Biography,8.0,217664,1741312.0,No
Gandhi,Drama,8.0,217664,1741312.0,No
Gandhi,History,8.0,217664,1741312.0,No
Kagemusha,Drama,8.0,32195,257560.0,No
Kagemusha,History,8.0,32195,257560.0,No
Kagemusha,War,8.0,32195,257560.0,No
Being There,Comedy,8.0,65625,525000.0,No
Being There,Drama,8.0,65625,525000.0,No
Annie Hall,Comedy,8.0,251823,2014584.0,No
Annie Hall,Romance,8.0,251823,2014584.0,No
Jaws,Adventure,8.0,543388,4347104.0,No
Jaws,Thriller,8.0,543388,4347104.0,No
Dog Day Afternoon,Biography,8.0,235652,1885216.0,No
Dog Day Afternoon,Crime,8.0,235652,1885216.0,No
Dog Day Afternoon,Drama,8.0,235652,1885216.0,No
Young Frankenstein,Comedy,8.0,143359,1146872.0,No
Papillon,Biography,8.0,121627,973016.0,No
Papillon,Crime,8.0,121627,973016.0,No
Papillon,Drama,8.0,121627,973016.0,No
The Exorcist,Horror,8.0,362393,2899144.0,No
Sleuth,Mystery,8.0,44748,357984.0,No
Sleuth,Thriller,8.0,44748,357984.0,No
The Last Picture Show,Drama,8.0,42456,339648.0,No
The Last Picture Show,Romance,8.0,42456,339648.0,No
Fiddler on the Roof,Drama,8.0,39491,315928.0,No
Fiddler on the Roof,Family,8.0,39491,315928.0,No
Fiddler on the Roof,Musical,8.0,39491,315928.0,No
Il conformista,Drama,8.0,27067,216536.0,No
Butch Cassidy and the Sundance Kid,Biography,8.0,201888,1615104.0,No
Butch Cassidy and the Sundance Kid,Crime,8.0,201888,1615104.0,No
Butch Cassidy and the Sundance Kid,Drama,8.0,201888,1615104.0,No
Rosemary's Baby,Drama,8.0,193674,1549392.0,No
Rosemary's Baby,Horror,8.0,193674,1549392.0,No
Planet of the Apes,Adventure,8.0,165167,1321336.0,No
Planet of the Apes,Sci-Fi,8.0,165167,1321336.0,No
The Graduate,Comedy,8.0,253676,2029408.0,No
The Graduate,Drama,8.0,253676,2029408.0,No
The Graduate,Romance,8.0,253676,2029408.0,No
Who's Afraid of Virginia Woolf?,Drama,8.0,68926,551408.0,No
The Sound of Music,Biography,8.0,205425,1643400.0,No
The Sound of Music,Drama,8.0,205425,1643400.0,No
The Sound of Music,Family,8.0,205425,1643400.0,No
Doctor Zhivago,Drama,8.0,69903,559224.0,No
Doctor Zhivago,Romance,8.0,69903,559224.0,No
Doctor Zhivago,War,8.0,69903,559224.0,No
Per un pugno di dollari,Action,8.0,198219,1585752.0,No
Per un pugno di dollari,Drama,8.0,198219,1585752.0,No
Per un pugno di dollari,Western,8.0,198219,1585752.0,No
8½,Drama,8.0,108844,870752.0,No
Vivre sa vie: Film en douze tableaux,Drama,8.0,28057,224456.0,No
The Hustler,Drama,8.0,75067,600536.0,No
The Hustler,Sport,8.0,75067,600536.0,No
La dolce vita,Comedy,8.0,66621,532968.0,No
La dolce vita,Drama,8.0,66621,532968.0,No
Rio Bravo,Action,8.0,56305,450440.0,No
Rio Bravo,Drama,8.0,56305,450440.0,No
Rio Bravo,Western,8.0,56305,450440.0,No
Anatomy of a Murder,Crime,8.0,59847,478776.0,No
Anatomy of a Murder,Drama,8.0,59847,478776.0,No
Anatomy of a Murder,Mystery,8.0,59847,478776.0,No
Touch of Evil,Crime,8.0,98431,787448.0,No
Touch of Evil,Drama,8.0,98431,787448.0,No
Touch of Evil,Film-Noir,8.0,98431,787448.0,No
Cat on a Hot Tin Roof,Drama,8.0,45062,360496.0,No
Sweet Smell of Success,Drama,8.0,28137,225096.0,No
Sweet Smell of Success,Film-Noir,8.0,28137,225096.0,No
The Killing,Crime,8.0,81702,653616.0,No
The Killing,Drama,8.0,81702,653616.0,No
The Killing,Film-Noir,8.0,81702,653616.0,No
The Night of the Hunter,Crime,8.0,81980,655840.0,No
The Night of the Hunter,Drama,8.0,81980,655840.0,No
The Night of the Hunter,Film-Noir,8.0,81980,655840.0,No
La Strada,Drama,8.0,58314,466512.0,No
Les diaboliques,Crime,8.0,61503,492024.0,No
Les diaboliques,Drama,8.0,61503,492024.0,No
Les diaboliques,Horror,8.0,61503,492024.0,No
Stalag 17,Comedy,8.0,51046,408368.0,No
Stalag 17,Drama,8.0,51046,408368.0,No
Stalag 17,War,8.0,51046,408368.0,No
Roman Holiday,Comedy,8.0,127256,1018048.0,No
Roman Holiday,Romance,8.0,127256,1018048.0,No
A Streetcar Named Desire,Drama,8.0,99182,793456.0,No
In a Lonely Place,Drama,8.0,26784,214272.0,No
In a Lonely Place,Film-Noir,8.0,26784,214272.0,No
In a Lonely Place,Mystery,8.0,26784,214272.0,No
Kind Hearts and Coronets,Comedy,8.0,34485,275880.0,No
Kind Hearts and Coronets,Crime,8.0,34485,275880.0,No
Rope,Crime,8.0,129783,1038264.0,No
Rope,Drama,8.0,129783,1038264.0,No
Rope,Mystery,8.0,129783,1038264.0,No
Out of the Past,Crime,8.0,32784,262272.0,No
Out of the Past,Drama,8.0,32784,262272.0,No
Out of the Past,Film-Noir,8.0,32784,262272.0,No
Brief Encounter,Drama,8.0,35601,284808.0,No
Brief Encounter,Romance,8.0,35601,284808.0,No
Laura,Drama,8.0,42725,341800.0,No
Laura,Film-Noir,8.0,42725,341800.0,No
Laura,Mystery,8.0,42725,341800.0,No
The Best Years of Our Lives,Drama,8.0,57259,458072.0,No
The Best Years of Our Lives,Romance,8.0,57259,458072.0,No
The Best Years of Our Lives,War,8.0,57259,458072.0,No
Arsenic and Old Lace,Comedy,8.0,65101,520808.0,No
Arsenic and Old Lace,Crime,8.0,65101,520808.0,No
Arsenic and Old Lace,Thriller,8.0,65101,520808.0,No
The Maltese Falcon,Film-Noir,8.0,148928,1191424.0,No
The Maltese Falcon,Mystery,8.0,148928,1191424.0,No
The Grapes of Wrath,Drama,8.0,85559,684472.0,No
The Grapes of Wrath,History,8.0,85559,684472.0,No
The Wizard of Oz,Adventure,8.0,371379,2971032.0,No
The Wizard of Oz,Family,8.0,371379,2971032.0,No
The Wizard of Oz,Fantasy,8.0,371379,2971032.0,No
La règle du jeu,Comedy,8.0,26725,213800.0,No
La règle du jeu,Drama,8.0,26725,213800.0,No
The Thin Man,Comedy,8.0,26642,213136.0,No
The Thin Man,Crime,8.0,26642,213136.0,No
The Thin Man,Mystery,8.0,26642,213136.0,No
All Quiet on the Western Front,Drama,8.0,57318,458544.0,No
All Quiet on the Western Front,War,8.0,57318,458544.0,No
Bronenosets Potemkin,Drama,8.0,53054,424432.0,No
Bronenosets Potemkin,History,8.0,53054,424432.0,No
Bronenosets Potemkin,Thriller,8.0,53054,424432.0,No
Knives Out,Comedy,7.9,454203,3588203.7,No
Knives Out,Crime,7.9,454203,3588203.7,No
Knives Out,Drama,7.9,454203,3588203.7,No
Dil Bechara,Comedy,7.9,111478,880676.2000000001,No
Dil Bechara,Drama,7.9,111478,880676.2000000001,No
Dil Bechara,Romance,7.9,111478,880676.2000000001,No
Manbiki kazoku,Crime,7.9,62754,495756.60000000003,No
Manbiki kazoku,Drama,7.9,62754,495756.60000000003,No
Marriage Story,Comedy,7.9,246644,1948487.6,No
Marriage Story,Drama,7.9,246644,1948487.6,No
Marriage Story,Romance,7.9,246644,1948487.6,No
Call Me by Your Name,Drama,7.9,212651,1679942.9000000001,No
Call Me by Your Name,Romance,7.9,212651,1679942.9000000001,No
"I, Daniel Blake",Drama,7.9,53818,425162.2,No
Isle of Dogs,Animation,7.9,139114,1099000.6,No
Isle of Dogs,Adventure,7.9,139114,1099000.6,No
Isle of Dogs,Comedy,7.9,139114,1099000.6,No
Hunt for the Wilderpeople,Adventure,7.9,111483,880715.7000000001,No
Hunt for the Wilderpeople,Comedy,7.9,111483,880715.7000000001,No
Hunt for the Wilderpeople,Drama,7.9,111483,880715.7000000001,No
Captain Fantastic,Comedy,7.9,189400,1496260.0,No
Captain Fantastic,Drama,7.9,189400,1496260.0,No
Sing Street,Comedy,7.9,85109,672361.1,No
Sing Street,Drama,7.9,85109,672361.1,No
Sing Street,Music,7.9,85109,672361.1,No
Thor: Ragnarok,Action,7.9,587775,4643422.5,No
Thor: Ragnarok,Adventure,7.9,587775,4643422.5,No
Thor: Ragnarok,Comedy,7.9,587775,4643422.5,No
Nightcrawler,Crime,7.9,466134,3682458.6,No
Nightcrawler,Drama,7.9,466134,3682458.6,No
Nightcrawler,Thriller,7.9,466134,3682458.6,No
Jojo Rabbit,Comedy,7.9,297918,2353552.2,No
Jojo Rabbit,Drama,7.9,297918,2353552.2,No
Jojo Rabbit,War,7.9,297918,2353552.2,No
Arrival,Drama,7.9,594181,4694029.9,No
Arrival,Sci-Fi,7.9,594181,4694029.9,No
Star Wars: Episode VII - The Force Awakens,Action,7.9,860823,6800501.7,No
Star Wars: Episode VII - The Force Awakens,Adventure,7.9,860823,6800501.7,No
Star Wars: Episode VII - The Force Awakens,Sci-Fi,7.9,860823,6800501.7,No
Before Midnight,Drama,7.9,141457,1117510.3,No
Before Midnight,Romance,7.9,141457,1117510.3,No
X-Men: Days of Future Past,Action,7.9,659763,5212127.7,No
X-Men: Days of Future Past,Adventure,7.9,659763,5212127.7,No
X-Men: Days of Future Past,Sci-Fi,7.9,659763,5212127.7,No
Bir Zamanlar Anadolu'da,Crime,7.9,41995,331760.5,No
Bir Zamanlar Anadolu'da,Drama,7.9,41995,331760.5,No
The Artist,Comedy,7.9,230624,1821929.6,No
The Artist,Drama,7.9,230624,1821929.6,No
The Artist,Romance,7.9,230624,1821929.6,No
Edge of Tomorrow,Action,7.9,600004,4740031.600000001,No
Edge of Tomorrow,Adventure,7.9,600004,4740031.600000001,No
Edge of Tomorrow,Sci-Fi,7.9,600004,4740031.600000001,No
Amour,Drama,7.9,93090,735411.0,No
Amour,Romance,7.9,93090,735411.0,No
The Irishman,Biography,7.9,324720,2565288.0,No
The Irishman,Crime,7.9,324720,2565288.0,No
The Irishman,Drama,7.9,324720,2565288.0,No
Un prophète,Crime,7.9,93560,739124.0,No
Un prophète,Drama,7.9,93560,739124.0,No
Moon,Drama,7.9,335152,2647700.8000000003,No
Moon,Mystery,7.9,335152,2647700.8000000003,No
Moon,Sci-Fi,7.9,335152,2647700.8000000003,No
Låt den rätte komma in,Crime,7.9,205609,1624311.1,No
Låt den rätte komma in,Drama,7.9,205609,1624311.1,No
Låt den rätte komma in,Fantasy,7.9,205609,1624311.1,No
District 9,Action,7.9,638202,5041795.8,No
District 9,Sci-Fi,7.9,638202,5041795.8,No
District 9,Thriller,7.9,638202,5041795.8,No
The Wrestler,Drama,7.9,289415,2286378.5,No
The Wrestler,Sport,7.9,289415,2286378.5,No
Jab We Met,Comedy,7.9,47720,376988.0,No
Jab We Met,Drama,7.9,47720,376988.0,No
Jab We Met,Romance,7.9,47720,376988.0,No
Boyhood,Drama,7.9,335533,2650710.7,No
"4 luni, 3 saptamâni si 2 zile",Drama,7.9,56625,447337.5,No
Star Trek,Action,7.9,577336,4560954.4,No
Star Trek,Adventure,7.9,577336,4560954.4,No
Star Trek,Sci-Fi,7.9,577336,4560954.4,No
In Bruges,Comedy,7.9,390334,3083638.6,No
In Bruges,Crime,7.9,390334,3083638.6,No
In Bruges,Drama,7.9,390334,3083638.6,No
The Man from Earth,Drama,7.9,174125,1375587.5,No
The Man from Earth,Fantasy,7.9,174125,1375587.5,No
The Man from Earth,Mystery,7.9,174125,1375587.5,No
Letters from Iwo Jima,Action,7.9,154011,1216686.9000000001,No
Letters from Iwo Jima,Adventure,7.9,154011,1216686.9000000001,No
Letters from Iwo Jima,Drama,7.9,154011,1216686.9000000001,No
The Fall,Adventure,7.9,107290,847591.0,No
The Fall,Drama,7.9,107290,847591.0,No
The Fall,Fantasy,7.9,107290,847591.0,No
Life of Pi,Adventure,7.9,580708,4587593.2,No
Life of Pi,Drama,7.9,580708,4587593.2,No
Life of Pi,Fantasy,7.9,580708,4587593.2,No
Fantastic Mr. Fox,Animation,7.9,199696,1577598.4000000001,No
Fantastic Mr. Fox,Adventure,7.9,199696,1577598.4000000001,No
Fantastic Mr. Fox,Comedy,7.9,199696,1577598.4000000001,No
C.R.A.Z.Y.,Comedy,7.9,31476,248660.40000000002,No
C.R.A.Z.Y.,Drama,7.9,31476,248660.40000000002,No
Les choristes,Drama,7.9,57430,453697.0,No
Les choristes,Music,7.9,57430,453697.0,No
Iron Man,Action,7.9,939644,7423187.600000001,No
Iron Man,Adventure,7.9,939644,7423187.600000001,No
Iron Man,Sci-Fi,7.9,939644,7423187.600000001,No
Shaun of the Dead,Comedy,7.9,512249,4046767.1,No
Shaun of the Dead,Horror,7.9,512249,4046767.1,No
Gegen die Wand,Drama,7.9,51325,405467.5,No
Gegen die Wand,Romance,7.9,51325,405467.5,No
Mystic River,Crime,7.9,419420,3313418.0,No
Mystic River,Drama,7.9,419420,3313418.0,No
Mystic River,Mystery,7.9,419420,3313418.0,No
Harry Potter and the Prisoner of Azkaban,Adventure,7.9,552493,4364694.7,No
Harry Potter and the Prisoner of Azkaban,Family,7.9,552493,4364694.7,No
Harry Potter and the Prisoner of Azkaban,Fantasy,7.9,552493,4364694.7,No
Ying xiong,Action,7.9,173999,1374592.1,No
Ying xiong,Adventure,7.9,173999,1374592.1,No
Ying xiong,History,7.9,173999,1374592.1,No
Hable con ella,Drama,7.9,104691,827058.9,No
Hable con ella,Mystery,7.9,104691,827058.9,No
Hable con ella,Romance,7.9,104691,827058.9,No
No Man's Land,Comedy,7.9,44618,352482.2,No
No Man's Land,Drama,7.9,44618,352482.2,No
No Man's Land,War,7.9,44618,352482.2,No
Cowboy Bebop: Tengoku no tobira,Animation,7.9,42897,338886.3,No
Cowboy Bebop: Tengoku no tobira,Action,7.9,42897,338886.3,No
Cowboy Bebop: Tengoku no tobira,Crime,7.9,42897,338886.3,No
The Bourne Identity,Action,7.9,508771,4019290.9000000004,No
The Bourne Identity,Mystery,7.9,508771,4019290.9000000004,No
The Bourne Identity,Thriller,7.9,508771,4019290.9000000004,No
Nueve reinas,Crime,7.9,49721,392795.9,No
Nueve reinas,Drama,7.9,49721,392795.9,No
Nueve reinas,Thriller,7.9,49721,392795.9,No
Children of Men,Adventure,7.9,465113,3674392.7,No
Children of Men,Drama,7.9,465113,3674392.7,No
Children of Men,Sci-Fi,7.9,465113,3674392.7,No
Almost Famous,Adventure,7.9,252586,1995429.4000000001,No
Almost Famous,Comedy,7.9,252586,1995429.4000000001,No
Almost Famous,Drama,7.9,252586,1995429.4000000001,No
Mulholland Dr.,Drama,7.9,322031,2544044.9,No
Mulholland Dr.,Mystery,7.9,322031,2544044.9,No
Mulholland Dr.,Thriller,7.9,322031,2544044.9,No
Toy Story 2,Animation,7.9,527512,4167344.8000000003,No
Toy Story 2,Adventure,7.9,527512,4167344.8000000003,No
Toy Story 2,Comedy,7.9,527512,4167344.8000000003,No
Boogie Nights,Drama,7.9,239473,1891836.7000000002,No
Mimi wo sumaseba,Animation,7.9,51943,410349.7,No
Mimi wo sumaseba,Drama,7.9,51943,410349.7,No
Mimi wo sumaseba,Family,7.9,51943,410349.7,No
Once Were Warriors,Crime,7.9,31590,249561.0,No
Once Were Warriors,Drama,7.9,31590,249561.0,No
True Romance,Crime,7.9,206918,1634652.2000000002,No
True Romance,Drama,7.9,206918,1634652.2000000002,No
True Romance,Romance,7.9,206918,1634652.2000000002,No
Trois couleurs: Bleu,Drama,7.9,89836,709704.4,No
Trois couleurs: Bleu,Music,7.9,89836,709704.4,No
Trois couleurs: Bleu,Mystery,7.9,89836,709704.4,No
Jûbê ninpûchô,Animation,7.9,34529,272779.10000000003,No
Jûbê ninpûchô,Action,7.9,34529,272779.10000000003,No
Jûbê ninpûchô,Adventure,7.9,34529,272779.10000000003,No
Carlito's Way,Crime,7.9,201000,1587900.0,No
Carlito's Way,Drama,7.9,201000,1587900.0,No
Carlito's Way,Thriller,7.9,201000,1587900.0,No
Edward Scissorhands,Drama,7.9,447368,3534207.2,No
Edward Scissorhands,Fantasy,7.9,447368,3534207.2,No
Edward Scissorhands,Romance,7.9,447368,3534207.2,No
My Left Foot: The Story of Christy Brown,Biography,7.9,68076,537800.4,No
My Left Foot: The Story of Christy Brown,Drama,7.9,68076,537800.4,No
Crimes and Misdemeanors,Comedy,7.9,54670,431893.0,No
Crimes and Misdemeanors,Drama,7.9,54670,431893.0,No
The Untouchables,Crime,7.9,281842,2226551.8000000003,No
The Untouchables,Drama,7.9,281842,2226551.8000000003,No
The Untouchables,Thriller,7.9,281842,2226551.8000000003,No
Hannah and Her Sisters,Comedy,7.9,67176,530690.4,No
Hannah and Her Sisters,Drama,7.9,67176,530690.4,No
Brazil,Drama,7.9,187567,1481779.3,No
Brazil,Sci-Fi,7.9,187567,1481779.3,No
This Is Spinal Tap,Comedy,7.9,128812,1017614.8,No
This Is Spinal Tap,Music,7.9,128812,1017614.8,No
A Christmas Story,Comedy,7.9,132947,1050281.3,No
A Christmas Story,Family,7.9,132947,1050281.3,No
The Blues Brothers,Action,7.9,183182,1447137.8,No
The Blues Brothers,Adventure,7.9,183182,1447137.8,No
The Blues Brothers,Comedy,7.9,183182,1447137.8,No
Manhattan,Comedy,7.9,131436,1038344.4,No
Manhattan,Drama,7.9,131436,1038344.4,No
Manhattan,Romance,7.9,131436,1038344.4,No
All That Jazz,Drama,7.9,28223,222961.7,No
All That Jazz,Music,7.9,28223,222961.7,No
All That Jazz,Musical,7.9,28223,222961.7,No
Dawn of the Dead,Action,7.9,111512,880944.8,No
Dawn of the Dead,Adventure,7.9,111512,880944.8,No
Dawn of the Dead,Horror,7.9,111512,880944.8,No
All the President's Men,Biography,7.9,103031,813944.9,No
All the President's Men,Drama,7.9,103031,813944.9,No
All the President's Men,History,7.9,103031,813944.9,No
La montaña sagrada,Adventure,7.9,37183,293745.7,No
La montaña sagrada,Drama,7.9,37183,293745.7,No
La montaña sagrada,Fantasy,7.9,37183,293745.7,No
Amarcord,Comedy,7.9,39897,315186.3,No
Amarcord,Drama,7.9,39897,315186.3,No
Amarcord,Family,7.9,39897,315186.3,No
Le charme discret de la bourgeoisie,Comedy,7.9,38737,306022.3,No
"Aguirre, der Zorn Gottes",Action,7.9,52397,413936.30000000005,No
"Aguirre, der Zorn Gottes",Adventure,7.9,52397,413936.30000000005,No
"Aguirre, der Zorn Gottes",Biography,7.9,52397,413936.30000000005,No
Harold and Maude,Comedy,7.9,70826,559525.4,No
Harold and Maude,Drama,7.9,70826,559525.4,No
Harold and Maude,Romance,7.9,70826,559525.4,No
Patton,Biography,7.9,93741,740553.9,No
Patton,Drama,7.9,93741,740553.9,No
Patton,War,7.9,93741,740553.9,No
The Wild Bunch,Action,7.9,77401,611467.9,No
The Wild Bunch,Adventure,7.9,77401,611467.9,No
The Wild Bunch,Western,7.9,77401,611467.9,No
Night of the Living Dead,Horror,7.9,116557,920800.3,No
Night of the Living Dead,Thriller,7.9,116557,920800.3,No
The Lion in Winter,Biography,7.9,29003,229123.7,No
The Lion in Winter,Drama,7.9,29003,229123.7,No
The Lion in Winter,History,7.9,29003,229123.7,No
In the Heat of the Night,Crime,7.9,67804,535651.6,No
In the Heat of the Night,Drama,7.9,67804,535651.6,No
In the Heat of the Night,Mystery,7.9,67804,535651.6,No
Charade,Comedy,7.9,68689,542643.1,No
Charade,Mystery,7.9,68689,542643.1,No
Charade,Romance,7.9,68689,542643.1,No
The Manchurian Candidate,Drama,7.9,71122,561863.8,No
The Manchurian Candidate,Thriller,7.9,71122,561863.8,No
Spartacus,Adventure,7.9,124339,982278.1000000001,No
Spartacus,Biography,7.9,124339,982278.1000000001,No
Spartacus,Drama,7.9,124339,982278.1000000001,No
L'avventura,Drama,7.9,26542,209681.80000000002,No
L'avventura,Mystery,7.9,26542,209681.80000000002,No
Hiroshima mon amour,Drama,7.9,28421,224525.90000000002,No
Hiroshima mon amour,Romance,7.9,28421,224525.90000000002,No
The Ten Commandments,Adventure,7.9,63560,502124.0,No
The Ten Commandments,Drama,7.9,63560,502124.0,No
The Searchers,Adventure,7.9,80316,634496.4,No
The Searchers,Drama,7.9,80316,634496.4,No
The Searchers,Western,7.9,80316,634496.4,No
East of Eden,Drama,7.9,40313,318472.7,No
High Noon,Drama,7.9,97222,768053.8,No
High Noon,Thriller,7.9,97222,768053.8,No
High Noon,Western,7.9,97222,768053.8,No
Strangers on a Train,Crime,7.9,123341,974393.9,No
Strangers on a Train,Film-Noir,7.9,123341,974393.9,No
Strangers on a Train,Thriller,7.9,123341,974393.9,No
Harvey,Comedy,7.9,52573,415326.7,No
Harvey,Drama,7.9,52573,415326.7,No
Harvey,Fantasy,7.9,52573,415326.7,No
Miracle on 34th Street,Comedy,7.9,41625,328837.5,No
Miracle on 34th Street,Drama,7.9,41625,328837.5,No
Miracle on 34th Street,Family,7.9,41625,328837.5,No
Notorious,Drama,7.9,92306,729217.4,No
Notorious,Film-Noir,7.9,92306,729217.4,No
Notorious,Romance,7.9,92306,729217.4,No
The Big Sleep,Crime,7.9,78796,622488.4,No
The Big Sleep,Film-Noir,7.9,78796,622488.4,No
The Big Sleep,Mystery,7.9,78796,622488.4,No
The Lost Weekend,Drama,7.9,33549,265037.10000000003,No
The Lost Weekend,Film-Noir,7.9,33549,265037.10000000003,No
The Philadelphia Story,Comedy,7.9,63550,502045.0,No
The Philadelphia Story,Romance,7.9,63550,502045.0,No
His Girl Friday,Comedy,7.9,53667,423969.30000000005,No
His Girl Friday,Drama,7.9,53667,423969.30000000005,No
His Girl Friday,Romance,7.9,53667,423969.30000000005,No
The Adventures of Robin Hood,Action,7.9,47175,372682.5,No
The Adventures of Robin Hood,Adventure,7.9,47175,372682.5,No
The Adventures of Robin Hood,Romance,7.9,47175,372682.5,No
A Night at the Opera,Comedy,7.9,30580,241582.0,No
A Night at the Opera,Music,7.9,30580,241582.0,No
A Night at the Opera,Musical,7.9,30580,241582.0,No
King Kong,Adventure,7.9,78991,624028.9,No
King Kong,Horror,7.9,78991,624028.9,No
King Kong,Sci-Fi,7.9,78991,624028.9,No
Freaks,Drama,7.9,42117,332724.3,No
Freaks,Horror,7.9,42117,332724.3,No
Nosferatu,Fantasy,7.9,88794,701472.6,No
Nosferatu,Horror,7.9,88794,701472.6,No
The Gentlemen,Action,7.8,237392,1851657.5999999999,No
The Gentlemen,Comedy,7.8,237392,1851657.5999999999,No
The Gentlemen,Crime,7.8,237392,1851657.5999999999,No
Raazi,Action,7.8,25344,197683.19999999998,No
Raazi,Drama,7.8,25344,197683.19999999998,No
Raazi,Thriller,7.8,25344,197683.19999999998,No
Sound of Metal,Drama,7.8,27187,212058.6,No
Sound of Metal,Music,7.8,27187,212058.6,No
Forushande,Drama,7.8,51240,399672.0,No
Dunkirk,Action,7.8,555092,4329717.6,No
Dunkirk,Drama,7.8,555092,4329717.6,No
Dunkirk,History,7.8,555092,4329717.6,No
Perfetti sconosciuti,Comedy,7.8,57168,445910.39999999997,No
Perfetti sconosciuti,Drama,7.8,57168,445910.39999999997,No
Hidden Figures,Biography,7.8,200876,1566832.8,No
Hidden Figures,Drama,7.8,200876,1566832.8,No
Hidden Figures,History,7.8,200876,1566832.8,No
