Series_Title,Genre,Rating,No_of_Votes,Weighted Rating,Rating Anomalies
The Last King of Scotland,Drama,7.7,175355,1350233.5,No
The Last King of Scotland,History,7.7,175355,1350233.5,No
Zodiac,Crime,7.7,466080,3588816.0,No
Zodiac,Drama,7.7,466080,3588816.0,No
Zodiac,Mystery,7.7,466080,3588816.0,No
Lucky Number Slevin,Action,7.7,299524,2306334.8000000003,No
Lucky Number Slevin,Crime,7.7,299524,2306334.8000000003,No
Lucky Number Slevin,Drama,7.7,299524,2306334.8000000003,No
Joyeux Noël,Drama,7.7,28003,215623.1,No
Joyeux Noël,History,7.7,28003,215623.1,No
Joyeux Noël,Music,7.7,28003,215623.1,No
Control,Biography,7.7,61609,474389.3,No
Control,Drama,7.7,61609,474389.3,No
Control,Music,7.7,61609,474389.3,No
Tangled,Animation,7.7,405922,3125599.4,No
Tangled,Adventure,7.7,405922,3125599.4,No
Tangled,Comedy,7.7,405922,3125599.4,No
Zwartboek,Drama,7.7,72643,559351.1,No
Zwartboek,Thriller,7.7,72643,559351.1,No
Zwartboek,War,7.7,72643,559351.1,No
Brokeback Mountain,Drama,7.7,323103,2487893.1,No
Brokeback Mountain,Romance,7.7,323103,2487893.1,No
3:10 to Yuma,Action,7.7,288797,2223736.9,No
3:10 to Yuma,Crime,7.7,288797,2223736.9,No
3:10 to Yuma,Drama,7.7,288797,2223736.9,No
Crash,Crime,7.7,419483,3230019.1,No
Crash,Drama,7.7,419483,3230019.1,No
Crash,Thriller,7.7,419483,3230019.1,No
Kung fu,Action,7.7,127250,979825.0,No
Kung fu,Comedy,7.7,127250,979825.0,No
Kung fu,Fantasy,7.7,127250,979825.0,No
The Bourne Supremacy,Action,7.7,434841,3348275.7,No
The Bourne Supremacy,Mystery,7.7,434841,3348275.7,No
The Bourne Supremacy,Thriller,7.7,434841,3348275.7,No
The Machinist,Drama,7.7,358432,2759926.4,No
The Machinist,Thriller,7.7,358432,2759926.4,No
Ray,Biography,7.7,138356,1065341.2,No
Ray,Drama,7.7,138356,1065341.2,No
Ray,Music,7.7,138356,1065341.2,No
Lost in Translation,Comedy,7.7,415074,3196069.8000000003,No
Lost in Translation,Drama,7.7,415074,3196069.8000000003,No
Harry Potter and the Goblet of Fire,Adventure,7.7,548619,4224366.3,No
Harry Potter and the Goblet of Fire,Family,7.7,548619,4224366.3,No
Harry Potter and the Goblet of Fire,Fantasy,7.7,548619,4224366.3,No
Man on Fire,Action,7.7,329592,2537858.4,No
Man on Fire,Crime,7.7,329592,2537858.4,No
Man on Fire,Drama,7.7,329592,2537858.4,No
Coraline,Animation,7.7,197761,1522759.7,No
Coraline,Drama,7.7,197761,1522759.7,No
Coraline,Family,7.7,197761,1522759.7,No
The Last Samurai,Action,7.7,400049,3080377.3000000003,No
The Last Samurai,Drama,7.7,400049,3080377.3000000003,No
The Magdalene Sisters,Drama,7.7,25938,199722.6,No
Good Bye Lenin!,Comedy,7.7,137981,1062453.7,No
Good Bye Lenin!,Drama,7.7,137981,1062453.7,No
Good Bye Lenin!,Romance,7.7,137981,1062453.7,No
In America,Drama,7.7,40403,311103.10000000003,No
I Am Sam,Drama,7.7,142863,1100045.1,No
Adaptation.,Comedy,7.7,178565,1374950.5,No
Adaptation.,Drama,7.7,178565,1374950.5,No
Black Hawk Down,Drama,7.7,364254,2804755.8000000003,No
Black Hawk Down,History,7.7,364254,2804755.8000000003,No
Black Hawk Down,War,7.7,364254,2804755.8000000003,No
Road to Perdition,Crime,7.7,246840,1900668.0,No
Road to Perdition,Drama,7.7,246840,1900668.0,No
Road to Perdition,Thriller,7.7,246840,1900668.0,No
Das Experiment,Drama,7.7,90842,699483.4,No
Das Experiment,Thriller,7.7,90842,699483.4,No
Billy Elliot,Drama,7.7,126770,976129.0,No
Billy Elliot,Music,7.7,126770,976129.0,No
Hedwig and the Angry Inch,Comedy,7.7,31957,246068.9,No
Hedwig and the Angry Inch,Drama,7.7,31957,246068.9,No
Hedwig and the Angry Inch,Music,7.7,31957,246068.9,No
Ocean's Eleven,Crime,7.7,516372,3976064.4,No
Ocean's Eleven,Thriller,7.7,516372,3976064.4,No
Vampire Hunter D: Bloodlust,Animation,7.7,29210,224917.0,No
Vampire Hunter D: Bloodlust,Action,7.7,29210,224917.0,No
Vampire Hunter D: Bloodlust,Fantasy,7.7,29210,224917.0,No
"O Brother, Where Art Thou?",Adventure,7.7,286742,2207913.4,No
"O Brother, Where Art Thou?",Comedy,7.7,286742,2207913.4,No
"O Brother, Where Art Thou?",Crime,7.7,286742,2207913.4,No
Interstate 60: Episodes of the Road,Adventure,7.7,29999,230992.30000000002,No
Interstate 60: Episodes of the Road,Comedy,7.7,29999,230992.30000000002,No
Interstate 60: Episodes of the Road,Drama,7.7,29999,230992.30000000002,No
"South Park: Bigger, Longer & Uncut",Animation,7.7,192112,1479262.4000000001,No
"South Park: Bigger, Longer & Uncut",Comedy,7.7,192112,1479262.4000000001,No
"South Park: Bigger, Longer & Uncut",Fantasy,7.7,192112,1479262.4000000001,No
Office Space,Comedy,7.7,241575,1860127.5,No
Happiness,Comedy,7.7,66408,511341.60000000003,No
Happiness,Drama,7.7,66408,511341.60000000003,No
Training Day,Crime,7.7,390247,3004901.9,No
Training Day,Drama,7.7,390247,3004901.9,No
Training Day,Thriller,7.7,390247,3004901.9,No
Rushmore,Comedy,7.7,169229,1303063.3,No
Rushmore,Drama,7.7,169229,1303063.3,No
Rushmore,Romance,7.7,169229,1303063.3,No
Abre los ojos,Drama,7.7,64082,493431.4,No
Abre los ojos,Mystery,7.7,64082,493431.4,No
Abre los ojos,Sci-Fi,7.7,64082,493431.4,No
Being John Malkovich,Comedy,7.7,312542,2406573.4,No
Being John Malkovich,Drama,7.7,312542,2406573.4,No
Being John Malkovich,Fantasy,7.7,312542,2406573.4,No
As Good as It Gets,Comedy,7.7,275755,2123313.5,No
As Good as It Gets,Drama,7.7,275755,2123313.5,No
As Good as It Gets,Romance,7.7,275755,2123313.5,No
The Fifth Element,Action,7.7,434125,3342762.5,No
The Fifth Element,Adventure,7.7,434125,3342762.5,No
The Fifth Element,Sci-Fi,7.7,434125,3342762.5,No
Le dîner de cons,Comedy,7.7,37424,288164.8,No
Donnie Brasco,Biography,7.7,279318,2150748.6,No
Donnie Brasco,Crime,7.7,279318,2150748.6,No
Donnie Brasco,Drama,7.7,279318,2150748.6,No
Shine,Biography,7.7,51350,395395.0,No
Shine,Drama,7.7,51350,395395.0,No
Shine,Music,7.7,51350,395395.0,No
Primal Fear,Crime,7.7,189716,1460813.2,No
Primal Fear,Drama,7.7,189716,1460813.2,No
Primal Fear,Mystery,7.7,189716,1460813.2,No
Hamlet,Drama,7.7,35991,277130.7,No
A Little Princess,Drama,7.7,32236,248217.2,No
A Little Princess,Family,7.7,32236,248217.2,No
A Little Princess,Fantasy,7.7,32236,248217.2,No
Do lok tin si,Comedy,7.7,26429,203503.30000000002,No
Do lok tin si,Crime,7.7,26429,203503.30000000002,No
Do lok tin si,Drama,7.7,26429,203503.30000000002,No
Il postino,Biography,7.7,33600,258720.0,No
Il postino,Comedy,7.7,33600,258720.0,No
Il postino,Drama,7.7,33600,258720.0,No
Clerks,Comedy,7.7,211450,1628165.0,No
Short Cuts,Comedy,7.7,42275,325517.5,No
Short Cuts,Drama,7.7,42275,325517.5,No
Philadelphia,Drama,7.7,224169,1726101.3,No
The Muppet Christmas Carol,Comedy,7.7,50298,387294.60000000003,No
The Muppet Christmas Carol,Drama,7.7,50298,387294.60000000003,No
The Muppet Christmas Carol,Family,7.7,50298,387294.60000000003,No
Malcolm X,Biography,7.7,85819,660806.3,No
Malcolm X,Drama,7.7,85819,660806.3,No
Malcolm X,History,7.7,85819,660806.3,No
The Last of the Mohicans,Action,7.7,150409,1158149.3,No
The Last of the Mohicans,Adventure,7.7,150409,1158149.3,No
The Last of the Mohicans,Drama,7.7,150409,1158149.3,No
Kurenai no buta,Animation,7.7,77798,599044.6,No
Kurenai no buta,Adventure,7.7,77798,599044.6,No
Kurenai no buta,Comedy,7.7,77798,599044.6,No
Glengarry Glen Ross,Crime,7.7,95826,737860.2000000001,No
Glengarry Glen Ross,Drama,7.7,95826,737860.2000000001,No
Glengarry Glen Ross,Mystery,7.7,95826,737860.2000000001,No
A Few Good Men,Drama,7.7,235388,1812487.6,No
A Few Good Men,Thriller,7.7,235388,1812487.6,No
Fried Green Tomatoes,Drama,7.7,66941,515445.7,No
Barton Fink,Comedy,7.7,113240,871948.0,No
Barton Fink,Drama,7.7,113240,871948.0,No
Barton Fink,Thriller,7.7,113240,871948.0,No
Miller's Crossing,Crime,7.7,125822,968829.4,No
Miller's Crossing,Drama,7.7,125822,968829.4,No
Miller's Crossing,Thriller,7.7,125822,968829.4,No
Who Framed Roger Rabbit,Animation,7.7,182009,1401469.3,No
Who Framed Roger Rabbit,Adventure,7.7,182009,1401469.3,No
Who Framed Roger Rabbit,Comedy,7.7,182009,1401469.3,No
Spoorloos,Mystery,7.7,33982,261661.4,No
Spoorloos,Thriller,7.7,33982,261661.4,No
Withnail & I,Comedy,7.7,40396,311049.2,No
Withnail & I,Drama,7.7,40396,311049.2,No
The Last Emperor,Biography,7.7,94326,726310.2000000001,No
The Last Emperor,Drama,7.7,94326,726310.2000000001,No
The Last Emperor,History,7.7,94326,726310.2000000001,No
Empire of the Sun,Action,7.7,115677,890712.9,No
Empire of the Sun,Drama,7.7,115677,890712.9,No
Empire of the Sun,History,7.7,115677,890712.9,No
Der Name der Rose,Crime,7.7,102031,785638.7000000001,No
Der Name der Rose,Drama,7.7,102031,785638.7000000001,No
Der Name der Rose,Mystery,7.7,102031,785638.7000000001,No
Blue Velvet,Drama,7.7,181285,1395894.5,No
Blue Velvet,Mystery,7.7,181285,1395894.5,No
Blue Velvet,Thriller,7.7,181285,1395894.5,No
The Purple Rose of Cairo,Comedy,7.7,47102,362685.4,No
The Purple Rose of Cairo,Fantasy,7.7,47102,362685.4,No
The Purple Rose of Cairo,Romance,7.7,47102,362685.4,No
After Hours,Comedy,7.7,59635,459189.5,No
After Hours,Crime,7.7,59635,459189.5,No
After Hours,Drama,7.7,59635,459189.5,No
Zelig,Comedy,7.7,39881,307083.7,No
The Verdict,Drama,7.7,36096,277939.2,No
Star Trek II: The Wrath of Khan,Action,7.7,112704,867820.8,No
Star Trek II: The Wrath of Khan,Adventure,7.7,112704,867820.8,No
Star Trek II: The Wrath of Khan,Sci-Fi,7.7,112704,867820.8,No
First Blood,Action,7.7,226541,1744365.7,No
First Blood,Adventure,7.7,226541,1744365.7,No
Ordinary People,Drama,7.7,47099,362662.3,No
Airplane!,Comedy,7.7,214882,1654591.4000000001,No
Rupan sansei: Kariosutoro no shiro,Animation,7.7,27014,208007.80000000002,No
Rupan sansei: Kariosutoro no shiro,Adventure,7.7,27014,208007.80000000002,No
Rupan sansei: Kariosutoro no shiro,Family,7.7,27014,208007.80000000002,No
Halloween,Horror,7.7,233106,1794916.2,No
Halloween,Thriller,7.7,233106,1794916.2,No
Le locataire,Drama,7.7,39889,307145.3,No
Le locataire,Thriller,7.7,39889,307145.3,No
Love and Death,Comedy,7.7,36037,277484.9,No
Love and Death,War,7.7,36037,277484.9,No
The Taking of Pelham One Two Three,Action,7.7,26729,205813.30000000002,No
The Taking of Pelham One Two Three,Crime,7.7,26729,205813.30000000002,No
The Taking of Pelham One Two Three,Thriller,7.7,26729,205813.30000000002,No
Blazing Saddles,Comedy,7.7,125993,970146.1,No
Blazing Saddles,Western,7.7,125993,970146.1,No
Serpico,Biography,7.7,109941,846545.7000000001,No
Serpico,Crime,7.7,109941,846545.7000000001,No
Serpico,Drama,7.7,109941,846545.7000000001,No
Enter the Dragon,Action,7.7,96561,743519.7000000001,No
Enter the Dragon,Crime,7.7,96561,743519.7000000001,No
Enter the Dragon,Drama,7.7,96561,743519.7000000001,No
Deliverance,Adventure,7.7,98740,760298.0,No
Deliverance,Drama,7.7,98740,760298.0,No
Deliverance,Thriller,7.7,98740,760298.0,No
The French Connection,Action,7.7,110075,847577.5,No
The French Connection,Crime,7.7,110075,847577.5,No
The French Connection,Drama,7.7,110075,847577.5,No
Dirty Harry,Action,7.7,143292,1103348.4000000001,No
Dirty Harry,Crime,7.7,143292,1103348.4000000001,No
Dirty Harry,Thriller,7.7,143292,1103348.4000000001,No
Where Eagles Dare,Action,7.7,51913,399730.10000000003,No
Where Eagles Dare,Adventure,7.7,51913,399730.10000000003,No
Where Eagles Dare,War,7.7,51913,399730.10000000003,No
The Odd Couple,Comedy,7.7,31572,243104.4,No
The Dirty Dozen,Action,7.7,67183,517309.10000000003,No
The Dirty Dozen,Adventure,7.7,67183,517309.10000000003,No
The Dirty Dozen,War,7.7,67183,517309.10000000003,No
Belle de jour,Drama,7.7,40274,310109.8,No
Belle de jour,Romance,7.7,40274,310109.8,No
A Man for All Seasons,Biography,7.7,31222,240409.4,No
A Man for All Seasons,Drama,7.7,31222,240409.4,No
A Man for All Seasons,History,7.7,31222,240409.4,No
Repulsion,Drama,7.7,48883,376399.10000000003,No
Repulsion,Horror,7.7,48883,376399.10000000003,No
Repulsion,Thriller,7.7,48883,376399.10000000003,No
Zulu,Drama,7.7,35999,277192.3,No
Zulu,History,7.7,35999,277192.3,No
Zulu,War,7.7,35999,277192.3,No
Goldfinger,Action,7.7,174119,1340716.3,No
Goldfinger,Adventure,7.7,174119,1340716.3,No
Goldfinger,Thriller,7.7,174119,1340716.3,No
The Birds,Drama,7.7,171739,1322390.3,No
The Birds,Horror,7.7,171739,1322390.3,No
The Birds,Mystery,7.7,171739,1322390.3,No
Cape Fear,Drama,7.7,26457,203718.9,No
Cape Fear,Thriller,7.7,26457,203718.9,No
Peeping Tom,Drama,7.7,31354,241425.80000000002,No
Peeping Tom,Horror,7.7,31354,241425.80000000002,No
Peeping Tom,Thriller,7.7,31354,241425.80000000002,No
The Magnificent Seven,Action,7.7,87719,675436.3,No
The Magnificent Seven,Adventure,7.7,87719,675436.3,No
The Magnificent Seven,Western,7.7,87719,675436.3,No
Les yeux sans visage,Drama,7.7,27620,212674.0,No
Les yeux sans visage,Horror,7.7,27620,212674.0,No
Invasion of the Body Snatchers,Drama,7.7,44839,345260.3,No
Invasion of the Body Snatchers,Horror,7.7,44839,345260.3,No
Invasion of the Body Snatchers,Sci-Fi,7.7,44839,345260.3,No
Rebel Without a Cause,Drama,7.7,83363,641895.1,No
The Ladykillers,Comedy,7.7,26464,203772.80000000002,No
The Ladykillers,Crime,7.7,26464,203772.80000000002,No
Sabrina,Comedy,7.7,59415,457495.5,No
Sabrina,Drama,7.7,59415,457495.5,No
Sabrina,Romance,7.7,59415,457495.5,No
The Quiet Man,Comedy,7.7,34677,267012.9,No
The Quiet Man,Drama,7.7,34677,267012.9,No
The Quiet Man,Romance,7.7,34677,267012.9,No
The Day the Earth Stood Still,Drama,7.7,76315,587625.5,No
The Day the Earth Stood Still,Sci-Fi,7.7,76315,587625.5,No
The African Queen,Adventure,7.7,71481,550403.7000000001,No
The African Queen,Drama,7.7,71481,550403.7000000001,No
The African Queen,Romance,7.7,71481,550403.7000000001,No
Gilda,Drama,7.7,27991,215530.7,No
Gilda,Film-Noir,7.7,27991,215530.7,No
Gilda,Romance,7.7,27991,215530.7,No
Fantasia,Animation,7.7,88662,682697.4,No
Fantasia,Family,7.7,88662,682697.4,No
Fantasia,Fantasy,7.7,88662,682697.4,No
The Invisible Man,Horror,7.7,30683,236259.1,No
The Invisible Man,Sci-Fi,7.7,30683,236259.1,No
Dark Waters,Biography,7.6,60408,459100.8,No
Dark Waters,Drama,7.6,60408,459100.8,No
Dark Waters,History,7.6,60408,459100.8,No
Searching,Drama,7.6,140840,1070384.0,No
Searching,Mystery,7.6,140840,1070384.0,No
Searching,Thriller,7.6,140840,1070384.0,No
Once Upon a Time... in Hollywood,Comedy,7.6,551309,4189948.4,No
Once Upon a Time... in Hollywood,Drama,7.6,551309,4189948.4,No
Nelyubov,Drama,7.6,29765,226214.0,No
The Florida Project,Drama,7.6,95181,723375.6,No
Just Mercy,Biography,7.6,46739,355216.39999999997,No
Just Mercy,Crime,7.6,46739,355216.39999999997,No
Just Mercy,Drama,7.6,46739,355216.39999999997,No
Gifted,Drama,7.6,99643,757286.7999999999,No
The Peanut Butter Falcon,Adventure,7.6,66346,504229.6,No
The Peanut Butter Falcon,Comedy,7.6,66346,504229.6,No
The Peanut Butter Falcon,Drama,7.6,66346,504229.6,No
Victoria,Crime,7.6,52903,402062.8,No
Victoria,Drama,7.6,52903,402062.8,No
Victoria,Romance,7.6,52903,402062.8,No
Mustang,Drama,7.6,35785,271966.0,No
Guardians of the Galaxy Vol. 2,Action,7.6,569974,4331802.399999999,No
Guardians of the Galaxy Vol. 2,Adventure,7.6,569974,4331802.399999999,No
Guardians of the Galaxy Vol. 2,Comedy,7.6,569974,4331802.399999999,No
Baby Driver,Action,7.6,439406,3339485.5999999996,No
Baby Driver,Crime,7.6,439406,3339485.5999999996,No
Baby Driver,Drama,7.6,439406,3339485.5999999996,No
Only the Brave,Action,7.6,58371,443619.6,No
Only the Brave,Biography,7.6,58371,443619.6,No
Only the Brave,Drama,7.6,58371,443619.6,No
Bridge of Spies,Drama,7.6,287659,2186208.4,No
Bridge of Spies,History,7.6,287659,2186208.4,No
Bridge of Spies,Thriller,7.6,287659,2186208.4,No
Incredibles 2,Animation,7.6,250057,1900433.2,No
Incredibles 2,Action,7.6,250057,1900433.2,No
Incredibles 2,Adventure,7.6,250057,1900433.2,No
Moana,Animation,7.6,272784,2073158.4,No
Moana,Adventure,7.6,272784,2073158.4,No
Moana,Comedy,7.6,272784,2073158.4,No
Sicario,Action,7.6,371291,2821811.6,No
Sicario,Crime,7.6,371291,2821811.6,No
Sicario,Drama,7.6,371291,2821811.6,No
Creed,Drama,7.6,247666,1882261.5999999999,No
Creed,Sport,7.6,247666,1882261.5999999999,No
Leviafan,Crime,7.6,49397,375417.19999999995,No
Leviafan,Drama,7.6,49397,375417.19999999995,No
Hell or High Water,Action,7.6,204175,1551730.0,No
Hell or High Water,Crime,7.6,204175,1551730.0,No
Hell or High Water,Drama,7.6,204175,1551730.0,No
Philomena,Biography,7.6,94212,716011.2,No
Philomena,Comedy,7.6,94212,716011.2,No
Philomena,Drama,7.6,94212,716011.2,No
Dawn of the Planet of the Apes,Action,7.6,411599,3128152.4,No
Dawn of the Planet of the Apes,Adventure,7.6,411599,3128152.4,No
Dawn of the Planet of the Apes,Drama,7.6,411599,3128152.4,No
El cuerpo,Mystery,7.6,57549,437372.39999999997,No
El cuerpo,Thriller,7.6,57549,437372.39999999997,No
Serbuan maut,Action,7.6,190531,1448035.5999999999,No
Serbuan maut,Thriller,7.6,190531,1448035.5999999999,No
End of Watch,Action,7.6,228132,1733803.2,No
End of Watch,Crime,7.6,228132,1733803.2,No
End of Watch,Drama,7.6,228132,1733803.2,No
Kari-gurashi no Arietti,Animation,7.6,80939,615136.4,No
Kari-gurashi no Arietti,Adventure,7.6,80939,615136.4,No
Kari-gurashi no Arietti,Family,7.6,80939,615136.4,No
A Star Is Born,Drama,7.6,334312,2540771.1999999997,No
A Star Is Born,Music,7.6,334312,2540771.1999999997,No
A Star Is Born,Romance,7.6,334312,2540771.1999999997,No
True Grit,Drama,7.6,311822,2369847.1999999997,No
True Grit,Western,7.6,311822,2369847.1999999997,No
Hævnen,Drama,7.6,38491,292531.6,No
Hævnen,Romance,7.6,38491,292531.6,No
Despicable Me,Animation,7.6,500851,3806467.5999999996,No
Despicable Me,Comedy,7.6,500851,3806467.5999999996,No
Despicable Me,Crime,7.6,500851,3806467.5999999996,No
50/50,Comedy,7.6,315426,2397237.6,No
50/50,Drama,7.6,315426,2397237.6,No
50/50,Romance,7.6,315426,2397237.6,No
Kick-Ass,Action,7.6,524081,3983015.5999999996,No
Kick-Ass,Comedy,7.6,524081,3983015.5999999996,No
Kick-Ass,Crime,7.6,524081,3983015.5999999996,No
Celda 211,Action,7.6,63882,485503.19999999995,No
Celda 211,Adventure,7.6,63882,485503.19999999995,No
Celda 211,Crime,7.6,63882,485503.19999999995,No
Moneyball,Biography,7.6,369529,2808420.4,No
Moneyball,Drama,7.6,369529,2808420.4,No
Moneyball,Sport,7.6,369529,2808420.4,No
La piel que habito,Drama,7.6,138959,1056088.4,No
La piel que habito,Horror,7.6,138959,1056088.4,No
La piel que habito,Thriller,7.6,138959,1056088.4,No
Zombieland,Adventure,7.6,520041,3952311.5999999996,No
Zombieland,Comedy,7.6,520041,3952311.5999999996,No
Zombieland,Fantasy,7.6,520041,3952311.5999999996,No
Die Welle,Drama,7.6,102742,780839.2,No
Die Welle,Thriller,7.6,102742,780839.2,No
Sherlock Holmes,Action,7.6,583158,4432000.8,No
Sherlock Holmes,Adventure,7.6,583158,4432000.8,No
Sherlock Holmes,Mystery,7.6,583158,4432000.8,No
The Blind Side,Biography,7.6,293266,2228821.6,No
The Blind Side,Drama,7.6,293266,2228821.6,No
The Blind Side,Sport,7.6,293266,2228821.6,No
The Visitor,Drama,7.6,41544,315734.39999999997,No
Seven Pounds,Drama,7.6,286770,2179452.0,No
Eastern Promises,Action,7.6,227760,1730976.0,No
Eastern Promises,Crime,7.6,227760,1730976.0,No
Eastern Promises,Drama,7.6,227760,1730976.0,No
Stardust,Adventure,7.6,255036,1938273.5999999999,No
Stardust,Family,7.6,255036,1938273.5999999999,No
Stardust,Fantasy,7.6,255036,1938273.5999999999,No
The Secret of Kells,Animation,7.6,31779,241520.4,No
The Secret of Kells,Adventure,7.6,31779,241520.4,No
The Secret of Kells,Family,7.6,31779,241520.4,No
Inside Man,Crime,7.6,339757,2582153.1999999997,No
Inside Man,Drama,7.6,339757,2582153.1999999997,No
Inside Man,Mystery,7.6,339757,2582153.1999999997,No
Gone Baby Gone,Crime,7.6,250590,1904484.0,No
Gone Baby Gone,Drama,7.6,250590,1904484.0,No
Gone Baby Gone,Mystery,7.6,250590,1904484.0,No
La Vie En Rose,Biography,7.6,82781,629135.6,No
La Vie En Rose,Drama,7.6,82781,629135.6,No
La Vie En Rose,Music,7.6,82781,629135.6,No
Huo Yuan Jia,Action,7.6,72863,553758.7999999999,No
Huo Yuan Jia,Biography,7.6,72863,553758.7999999999,No
Huo Yuan Jia,Drama,7.6,72863,553758.7999999999,No
The Illusionist,Drama,7.6,354728,2695932.8,No
The Illusionist,Fantasy,7.6,354728,2695932.8,No
The Illusionist,Mystery,7.6,354728,2695932.8,No
Dead Man's Shoes,Crime,7.6,49728,377932.8,No
Dead Man's Shoes,Drama,7.6,49728,377932.8,No
Dead Man's Shoes,Thriller,7.6,49728,377932.8,No
Harry Potter and the Half-Blood Prince,Action,7.6,474827,3608685.1999999997,No
Harry Potter and the Half-Blood Prince,Adventure,7.6,474827,3608685.1999999997,No
Harry Potter and the Half-Blood Prince,Family,7.6,474827,3608685.1999999997,No
300,Action,7.6,732876,5569857.6,No
300,Drama,7.6,732876,5569857.6,No
Match Point,Drama,7.6,206294,1567834.4,No
Match Point,Romance,7.6,206294,1567834.4,No
Match Point,Thriller,7.6,206294,1567834.4,No
Watchmen,Action,7.6,500799,3806072.4,No
Watchmen,Drama,7.6,500799,3806072.4,No
Watchmen,Mystery,7.6,500799,3806072.4,No
Lord of War,Action,7.6,294140,2235464.0,No
Lord of War,Crime,7.6,294140,2235464.0,No
Lord of War,Drama,7.6,294140,2235464.0,No
Saw,Horror,7.6,379020,2880552.0,No
Saw,Mystery,7.6,379020,2880552.0,No
Saw,Thriller,7.6,379020,2880552.0,No
"Synecdoche, New York",Drama,7.6,83158,632000.7999999999,No
Mysterious Skin,Drama,7.6,65939,501136.39999999997,No
Jeux d'enfants,Comedy,7.6,67360,511936.0,No
Jeux d'enfants,Drama,7.6,67360,511936.0,No
Jeux d'enfants,Romance,7.6,67360,511936.0,No
Un long dimanche de fiançailles,Drama,7.6,70925,539030.0,No
Un long dimanche de fiançailles,Mystery,7.6,70925,539030.0,No
Un long dimanche de fiançailles,Romance,7.6,70925,539030.0,No
The Station Agent,Comedy,7.6,67370,512012.0,No
The Station Agent,Drama,7.6,67370,512012.0,No
21 Grams,Crime,7.6,224545,1706542.0,No
21 Grams,Drama,7.6,224545,1706542.0,No
21 Grams,Thriller,7.6,224545,1706542.0,No
Boksuneun naui geot,Crime,7.6,62659,476208.39999999997,No
Boksuneun naui geot,Drama,7.6,62659,476208.39999999997,No
Boksuneun naui geot,Thriller,7.6,62659,476208.39999999997,No
Finding Neverland,Biography,7.6,198677,1509945.2,No
Finding Neverland,Drama,7.6,198677,1509945.2,No
Finding Neverland,Family,7.6,198677,1509945.2,No
25th Hour,Drama,7.6,169708,1289780.8,No
The Butterfly Effect,Drama,7.6,451479,3431240.4,No
The Butterfly Effect,Sci-Fi,7.6,451479,3431240.4,No
The Butterfly Effect,Thriller,7.6,451479,3431240.4,No
28 Days Later...,Drama,7.6,376853,2864082.8,No
28 Days Later...,Horror,7.6,376853,2864082.8,No
28 Days Later...,Sci-Fi,7.6,376853,2864082.8,No
Batoru rowaiaru,Action,7.6,169091,1285091.5999999999,No
Batoru rowaiaru,Adventure,7.6,169091,1285091.5999999999,No
Batoru rowaiaru,Drama,7.6,169091,1285091.5999999999,No
The Royal Tenenbaums,Comedy,7.6,266842,2027999.2,No
The Royal Tenenbaums,Drama,7.6,266842,2027999.2,No
Y tu mamá también,Drama,7.6,115827,880285.2,No
Harry Potter and the Sorcerer's Stone,Adventure,7.6,658185,5002206.0,No
Harry Potter and the Sorcerer's Stone,Family,7.6,658185,5002206.0,No
Harry Potter and the Sorcerer's Stone,Fantasy,7.6,658185,5002206.0,No
The Others,Horror,7.6,337651,2566147.6,No
The Others,Mystery,7.6,337651,2566147.6,No
The Others,Thriller,7.6,337651,2566147.6,No
Blow,Biography,7.6,240714,1829426.4,No
Blow,Crime,7.6,240714,1829426.4,No
Blow,Drama,7.6,240714,1829426.4,No
Enemy at the Gates,Drama,7.6,243729,1852340.4,No
Enemy at the Gates,History,7.6,243729,1852340.4,No
Enemy at the Gates,War,7.6,243729,1852340.4,No
Minority Report,Action,7.6,508417,3863969.1999999997,No
Minority Report,Crime,7.6,508417,3863969.1999999997,No
Minority Report,Mystery,7.6,508417,3863969.1999999997,No
The Hurricane,Biography,7.6,91557,695833.2,No
The Hurricane,Drama,7.6,91557,695833.2,No
The Hurricane,Sport,7.6,91557,695833.2,No
American Psycho,Comedy,7.6,490062,3724471.1999999997,No
American Psycho,Crime,7.6,490062,3724471.1999999997,No
American Psycho,Drama,7.6,490062,3724471.1999999997,No
Lola rennt,Crime,7.6,188317,1431209.2,No
Lola rennt,Drama,7.6,188317,1431209.2,No
Lola rennt,Thriller,7.6,188317,1431209.2,No
The Thin Red Line,Drama,7.6,172710,1312596.0,No
The Thin Red Line,War,7.6,172710,1312596.0,No
Mulan,Animation,7.6,256906,1952485.5999999999,No
Mulan,Adventure,7.6,256906,1952485.5999999999,No
Mulan,Family,7.6,256906,1952485.5999999999,No
Fear and Loathing in Las Vegas,Adventure,7.6,259753,1974122.7999999998,No
Fear and Loathing in Las Vegas,Comedy,7.6,259753,1974122.7999999998,No
Fear and Loathing in Las Vegas,Drama,7.6,259753,1974122.7999999998,No
Funny Games,Crime,7.6,65058,494440.8,No
Funny Games,Drama,7.6,65058,494440.8,No
Funny Games,Thriller,7.6,65058,494440.8,No
Dark City,Mystery,7.6,187927,1428245.2,No
Dark City,Sci-Fi,7.6,187927,1428245.2,No
Dark City,Thriller,7.6,187927,1428245.2,No
Sleepers,Crime,7.6,186734,1419178.4,No
Sleepers,Drama,7.6,186734,1419178.4,No
Sleepers,Thriller,7.6,186734,1419178.4,No
Lost Highway,Mystery,7.6,131101,996367.6,No
Lost Highway,Thriller,7.6,131101,996367.6,No
